"LibN3etdemi";"N1";"LibN1";"N2";"LibN2";"N3";"LibN3";"N3etdemi";"N4";"LibN4";"IntituleInsee"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673b";"Ouvriers de production non qualifiés travaillant par formage de métal";"Plieur en tôlerie (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673b";"Ouvriers de production non qualifiés travaillant par formage de métal";"Planeur (mécanique) (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673b";"Ouvriers de production non qualifiés travaillant par formage de métal";"Presseur sur métaux (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Contrôleur de fabrication (mécanique) (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673b";"Ouvriers de production non qualifiés travaillant par formage de métal";"Scieur sur métaux (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Soudeur par point (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Charpentier fer (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Mécanicien monteur (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Ebarbeur (forge, mécanique) (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Ebavureur (forge, mécanique) (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Galvaniseur (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Soudeur à l'étincelle, en lunetterie (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Suiveur soudeur (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Trempeur (mécanique) (ONQ,QND)"
"Formation continue";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";42;"Professeurs des écoles, instituteurs et assimilés";423;"423a";"Moniteurs d'école de conduite";"Inspecteur du permis de conduire"
"Formation continue";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";42;"Professeurs des écoles, instituteurs et assimilés";423;"423a";"Moniteurs d'école de conduite";"Moniteur de centre d'enseignement routier"
"Formation continue";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";42;"Professeurs des écoles, instituteurs et assimilés";423;"423a";"Moniteurs d'école de conduite";"Directeur d'auto école (moto ou bateau école) (sauf cadre)"
"Formation continue";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";42;"Professeurs des écoles, instituteurs et assimilés";423;"423b";"Formateurs et animateurs de formation continue";"Moniteur (formation professionnelle adultes (FPA, AFPA, CFPA) )"
"Formation continue";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";42;"Professeurs des écoles, instituteurs et assimilés";423;"423b";"Formateurs et animateurs de formation continue";"Chargé de formation (en entreprise) (sauf cadre)"
"Formation continue";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";42;"Professeurs des écoles, instituteurs et assimilés";423;"423b";"Formateurs et animateurs de formation continue";"Chef d'une entreprise de formation continue (enseignant)"
"Formation continue";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";42;"Professeurs des écoles, instituteurs et assimilés";423;"423b";"Formateurs et animateurs de formation continue";"Formateur (sauf cadre)"
"Formation continue";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";42;"Professeurs des écoles, instituteurs et assimilés";423;"423a";"Moniteurs d'école de conduite";"Moniteur d'école de conduite (auto, moto...)"
"Formation continue";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";42;"Professeurs des écoles, instituteurs et assimilés";423;"423b";"Formateurs et animateurs de formation continue";"Professeur adulte(AFPA, FPA, CFPA)"
"Formation continue";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";42;"Professeurs des écoles, instituteurs et assimilés";423;"423b";"Formateurs et animateurs de formation continue";"Responsable de formation continue (enseignant)"
"Formation continue";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";42;"Professeurs des écoles, instituteurs et assimilés";423;"423b";"Formateurs et animateurs de formation continue";"Professeur de CFPA"
"Formation continue";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";42;"Professeurs des écoles, instituteurs et assimilés";423;"423b";"Formateurs et animateurs de formation continue";"Moniteur de formation continue"
"Formation continue";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";42;"Professeurs des écoles, instituteurs et assimilés";423;"423b";"Formateurs et animateurs de formation continue";"Instructeur technique (formation adultes)"
"Formation continue";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";42;"Professeurs des écoles, instituteurs et assimilés";423;"423b";"Formateurs et animateurs de formation continue";"Professeur d'entreprise (sauf cadre)"
"Formation continue";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";42;"Professeurs des écoles, instituteurs et assimilés";423;"423b";"Formateurs et animateurs de formation continue";"Animateur de formation (adultes)"
"Formation continue";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";42;"Professeurs des écoles, instituteurs et assimilés";423;"423b";"Formateurs et animateurs de formation continue";"Professeur dans une association, centre de formation"
"Formation continue";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";42;"Professeurs des écoles, instituteurs et assimilés";423;"423b";"Formateurs et animateurs de formation continue";"Professeur de formation continue"
"Formation continue";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";42;"Professeurs des écoles, instituteurs et assimilés";423;"423b";"Formateurs et animateurs de formation continue";"Moniteur d'atelier (formation adultes)"
"Formation continue";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";42;"Professeurs des écoles, instituteurs et assimilés";423;"423b";"Formateurs et animateurs de formation continue";"Assistant d'enseignement artistique"
"Formation continue";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";42;"Professeurs des écoles, instituteurs et assimilés";423;"423b";"Formateurs et animateurs de formation continue";"Professeur de bridge"
"Formation continue";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";42;"Professeurs des écoles, instituteurs et assimilés";423;"423b";"Formateurs et animateurs de formation continue";"Instructeur (formation adultes)"
"Formation continue";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";42;"Professeurs des écoles, instituteurs et assimilés";423;"423b";"Formateurs et animateurs de formation continue";"Assistant spécialisé d'enseignement artistique"
"Formation continue";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";42;"Professeurs des écoles, instituteurs et assimilés";423;"423b";"Formateurs et animateurs de formation continue";"Moniteur technique (formation adultes)"
"Hôtels";5;"Employés";56;"Personnels des services directs aux particuliers";56;"Personnels des services directs aux particuliers";561;"561a";"Serveurs, commis de restaurant, garçons (bar, brasserie, café ou restaurant)";"Commis de bar"
"Hôtels";5;"Employés";56;"Personnels des services directs aux particuliers";56;"Personnels des services directs aux particuliers";561;"561e";"Employés de l'hôtellerie : réception et hall";"Bagagiste (hôtel) (EMP,QND)"
"Hôtels";5;"Employés";56;"Personnels des services directs aux particuliers";56;"Personnels des services directs aux particuliers";561;"561a";"Serveurs, commis de restaurant, garçons (bar, brasserie, café ou restaurant)";"Barman"
"Hôtels";5;"Employés";56;"Personnels des services directs aux particuliers";56;"Personnels des services directs aux particuliers";561;"561a";"Serveurs, commis de restaurant, garçons (bar, brasserie, café ou restaurant)";"Employé de cafétéria"
"Hôtels";5;"Employés";56;"Personnels des services directs aux particuliers";56;"Personnels des services directs aux particuliers";561;"561e";"Employés de l'hôtellerie : réception et hall";"Agent d'accueil (hôtellerie) (EMP,QND)"
"Hôtels";5;"Employés";56;"Personnels des services directs aux particuliers";56;"Personnels des services directs aux particuliers";561;"561d";"Aides de cuisine, apprentis de cuisine et employés polyvalents de la restauration";"Apprenti cuisinier"
"Hôtels";5;"Employés";56;"Personnels des services directs aux particuliers";56;"Personnels des services directs aux particuliers";561;"561d";"Aides de cuisine, apprentis de cuisine et employés polyvalents de la restauration";"Crépier (EMP,ONQ,QND)"
"Hôtels";5;"Employés";56;"Personnels des services directs aux particuliers";56;"Personnels des services directs aux particuliers";561;"561d";"Aides de cuisine, apprentis de cuisine et employés polyvalents de la restauration";"Cuisinier (hôtel, restaurant) (ONQ)"
"Hôtels";5;"Employés";56;"Personnels des services directs aux particuliers";56;"Personnels des services directs aux particuliers";561;"561e";"Employés de l'hôtellerie : réception et hall";"Agent d'information (hôtellerie) (EMP,QND)"
"Hôtels";5;"Employés";56;"Personnels des services directs aux particuliers";56;"Personnels des services directs aux particuliers";561;"561a";"Serveurs, commis de restaurant, garçons (bar, brasserie, café ou restaurant)";"Officier (hôtel, restaurant)"
"Hôtels";5;"Employés";56;"Personnels des services directs aux particuliers";56;"Personnels des services directs aux particuliers";561;"561e";"Employés de l'hôtellerie : réception et hall";"Chasseur (hôtel) (EMP,QND)"
"Hôtels";5;"Employés";56;"Personnels des services directs aux particuliers";56;"Personnels des services directs aux particuliers";561;"561e";"Employés de l'hôtellerie : réception et hall";"Employé du hall (EMP,QND)"
"Hôtels";5;"Employés";56;"Personnels des services directs aux particuliers";56;"Personnels des services directs aux particuliers";561;"561d";"Aides de cuisine, apprentis de cuisine et employés polyvalents de la restauration";"Agent polyvalent (restaurant) (ONQ,QND)"
